word,pos_symbol,pos_word,meaning
banyo,NN,noun,shower
itom,JJ,adjective,black ( absorbing all light )
itom,NN,noun,black ( color/colour )
liso,NN,noun,seed synonym: busol
pamulut,VB,verb,frequentative of púlut
dalang-dalang,JJ,adjective,astray
dalang-dalang,VB,verb,to lose one's way
ankla,NN,noun,anchor
ankla,VB,verb,anchor
punse,NN,noun,a mixed alcoholic drink
abadia,NN,noun,abbey
beberon,NN,noun,nozzle of a baby bottle
bangdan,NN,noun,"cause , reason , motive"
aroro,NN,noun,arrowroot
abokado,NN,noun,avocado
dawdawan,NN,noun,"machine , mill"
batuta,NN,noun,baton
batuta,NN,noun,"rule , sway"
guray,NN,noun,"streak , stripe"
kabugaw,NN,noun,"pomelo , grapefruit"
kabanyagaan,JJ,adjective,"mean , malicious , vile , wicked"
kabanyagaan,NN,noun,"wickedness , malice"
gatasan,VB,verb,milk
diskurso,NN,noun,speech
baba,NN,noun,mouth
maitum,JJ,adjective,black
lansang,NN,noun,nail ( spike-shaped metal fastener )
lansang,VB,verb,to nail
alipasa,VB,verb,"hurry , rush"
balaod,NN,noun,dysentery
batungdaan,NN,noun,"monument (literally, old stone)"
batobato,NN,noun,kidney
idalum,NN,noun,underneath ; beneath ; below
hulip,NN,noun,patch
berso,NN,noun,"verse , poem synonym: balaybay"
agwatato,NN,noun,pimp
agwatato,NN,noun,procurer ( someone who arranges for prostitution )
abaganhan,JJ,adjective,broad - shouldered
ingol,NN,noun,"scarcity , dearth"
alang-ang,NN,noun,trivial cold ; slight fever
distansya,NN,noun,"distance , remoteness"
distansya,NN,noun,an interval of time or space
angkab,VB,verb,bite
katig,NN,noun,outrigger float
angkod,NN,noun,incisor ; front teeth
tanhaga,JJ,adjective,"extraordinary , marvelous , wonderful"
tanhaga,NN,noun,"marvel , wonder"
maambong,JJ,adjective,nice
maambong,JJ,adjective,"gorgeous , lovely"
maambong,JJ,adjective,"decent , modest , or proper"
ada,NN,noun,fairy
talong,NN,noun,eggplant ( us ) ; aubergine ( uk )
adikdik,NN,noun,dandruff
abut-abut,VB,verb,frequentative of abút
abut-abut,VB,verb,following in quick succession
abut-abut,VB,verb,frequentative of ábut : to come and go
buhin,NN,noun,subtraction
buhin,VB,verb,"to lessen , subtract , or diminish"
frankiyo,NN,noun,postage
soldado,NN,noun,soldier
batiis,NN,noun,"calf , leg , limb"
dumar,VB,verb,"tame , train"
lakon,VB,verb,to deceive ; to cheat ; to swindle synonym: lakum
lakon,VB,verb,to embezzle ; to misappropriate
atay,NN,noun,( anatomy ) liver
bunayag makig-atubang,JJ,adjective,genial
biyernes,NN,noun,friday
bulak-bulak,NN,noun,diminutive of búlak
panganud,NN,noun,cloud
bahol,JJ,adjective,"odor , smell , stink"
fuersa,NN,noun,"force , strength , vigor"
fuersa,NN,noun,"coercion , compulsion"
fuersa,VB,verb,"to force , compel"
banhay,NN,noun,a moderate slope or incline
gutom,JJ,adjective,"famished , hungry"
gutom,NN,noun,hunger
dugmok,VB,verb,"to break by applying pressure or weight , to crush"
algodon,NN,noun,cotton
dupak,JJ,adjective,"dirty , foul , obscene , smutty"
dupak,JJ,adjective,"indecent , impure"
dupak,NN,noun,"bad language, obscene words"
dupak,VB,verb,to use obscene language
balabaw,NN,noun,"mouse ; rat synonyms: ambaw , ilaga"
bakalaw,NN,noun,codfish
kalaglagan,NN,noun,"destruction , perdition , ruin"
petsay,NN,noun,chinese cabbage ( either napa cabbage or bok choy )
sansaw,NN,noun,grass jelly
sansaw,NN,noun,grass jelly drink
sansaw,NN,noun,light ; easy ; without worry or trouble sánsaw gid ang ákon ólo. i am perfectly at ease. sánsaw na ang íla hunâhúnà. they do not worry any longer.
tandog,VB,verb,"feel , touch"
mapinatuboon,JJ,adjective,"( of soil ) good , fertile , productive"
garot,JJ,adjective,dense
hagad,VB,verb,"invite , persuade , request"
salug,NN,noun,floor
garbanso,NN,noun,"chickpea , garbanzo"
baleu,VB,verb,to change ; to transform ; to transmogrify
baak,JJ,adjective,"crushed , broken"
baak,VB,verb,"to crush , to squeeze"
baganihan,NN,noun,hero
halalban,NN,noun,"meadow , pasture"
bokhon,JJ,adjective,hairy
dumagsa,VB,verb,flourish
bilad,VB,verb,"( of a book ) display , unfold , open"
humbak,NN,noun,( ocean ) wave
humbak,NN,noun,"sea , ocean"
humbak,NN,noun,"( of a task ) difficulty , distress"
bitayan,NN,noun,gallows ; gibbet ; scaffold
balatian,NN,noun,"disease , illness , sickness"
balatian,VB,verb,"to have a disease , to be ill"
baybayon,NN,noun,beach ; coast ; shore
apian,NN,noun,opium
amapola,NN,noun,poppy
hapon,NN,noun,afternoon
dagat,NN,noun,"ocean , sea , saltwater"
dagat,VB,verb,to be seasick
hulonan,NN,noun,roost
kabakahan,NN,noun,cattle
kaambong,NN,noun,handsomeness
mauswagon,JJ,adjective,progressive ; advanced
eksamen,NN,noun,"test , examination"
eksamen,VB,verb,to inquire or search
bunayag sing kabubut-on,JJ,adjective,cordial
utok,NN,noun,( anatomy ) brain ( organ )
kawa,NN,noun,boiler
daldal,VB,verb,"implicate , involve"
daldal,VB,verb,"( of wind, waves ) push , impel"
bus-og,JJ,adjective,"pure , unadulterated ,"
bus-og,JJ,adjective,unalloyed
balikawang,NN,noun,"haunch , hip , loins"
sabak,NN,noun,lap
sabak,VB,verb,to sit on one's lap
dulangan,NN,noun,mine
gwantes,NN,noun,gloves
manay,NN,noun,( familiar ) eldest sister
manay,NN,noun,( familiar ) term of address for the eldest sister : big sis
kapanganuran,NN,noun,the clouds
budyong,NN,noun,alternative spelling of budióng
patalum,VB,verb,to sharpen or hone a blade
asunto,RB,adverb,"concerning , with regard to"
asunto,NN,noun,lawsuit
dagami,NN,noun,hay ; straw
dunoton,VB,verb,crush
atrasado sa pagbayad,JJ,adjective,delinquent
batad,NN,noun,millet
basin,NN,noun,toilet
bukas,JJ,adjective,"candid , open synonym: serado"
ampo,NN,noun,"prayer , request"
ampo,VB,verb,"ask , beseech , beg , petition , pray , request"
patatas,NN,noun,potato
mabangis,JJ,adjective,"fierce , ferocious"
mabangis,JJ,adjective,inhuman
mabangis,JJ,adjective,"brutal , cruel synonym: mapintas"
mabangis,JJ,adjective,violent synonym: makahas
bapor,NN,noun,"boat , ship"
hikab,NN,noun,( pathology ) asthma synonym: usang
gia,NN,noun,"guide , leader , founder"
burnil,VB,verb,to polish ; to shine
latagon,NN,noun,"valley , a rural area"
hagung,VB,verb,"to hum , coo"
hagung,VB,verb,"to boom , rumble"
kapaul,NN,noun,"fatigue , weariness"
kapatol,NN,noun,"strength , determination"
bulawanon,JJ,adjective,golden
ara,NN,noun,altar stone in a catholic church
kamao,VB,verb,to be
tagna,NN,noun,foretell ; forecast
ambahan,NN,noun,"canticle , chant , hymn , song"
tindak,NN,noun,kick
tindak,VB,verb,to kick
law-ay,JJ,adjective,ugly nag láw-ay ang íya nga pangguyáhon. the expression on his face became ugly .
law-ay,JJ,adjective,repulsive
law-ay,JJ,adjective,nasty
law-ay,JJ,adjective,mean
law-ay,JJ,adjective,hideous
law-ay,JJ,adjective,obscene
law-ay,VB,verb,"to be or become ugly, repulsive, hideous, forbidding , etc."
hagdanan,NN,noun,stairs
hagdanan,NN,noun,ladder
adelantado,JJ,adjective,"advanced , modern"
adelantado,JJ,adjective,progressive
laba,JJ,adjective,long in length
abohon,JJ,adjective,"ash , grey"
abohon,JJ,adjective,"ashy , gray"
abiogan,NN,noun,archaic spelling of abyogan
ablay,NN,noun,shawl
ablay,VB,verb,lean
guban,NN,noun,"brigade , group , throng"
bangot,VB,verb,"bind , tie"
dokumento,NN,noun,"document , deed , record"
halandumon,JJ,adjective,desirable
gratipikasyon,NN,noun,"gratuity , reward , tip , ( gratuity , reward )"
bulahan,JJ,adjective,fortunate
alanyon,NN,noun,crop
buhaha,JJ,adjective,"heedless , lavish , prodigal , wasteful"
buhaha,JJ,adjective,spendthrift
buhaha,NN,noun,spendthrift
tiil,NN,noun,( anatomy ) foot
kalag,NN,noun,"soul , spirit , ghost synonyms: espiritu , murto"
gastado,JJ,adjective,spent
gambal,JJ,adjective,bulky
maantod,JJ,adjective,( of food ) burned or scorched ; fetid
magdamgo,VB,verb,to dream
sanga,NN,noun,branch
barbero,NN,noun,"barber , haircutter synonym: manuggunting"
tilinguhaon,JJ,adjective,worthwhile
dasig,JJ,adjective,quick
dasig,VB,verb,hasten
halea,NN,noun,jelly
gaway,VB,verb,dangle
lunang,NN,noun,mud
aros,NN,noun,rice
amay,NN,noun,father antonym: iloy
ebanghelyo,NN,noun,gospel
adlawon,NN,noun,full daylight after sunrise is over
paklay,NN,noun,"a filipino dish made from sautéed sliced bamboo shoots , mixed with meat such as fish or shrimp , ground pork or beef , with some tomatoes , onions , garlic , and other spices , among other ingredients, especially in the cuisine of western visayas nakakáon kamí dídto sing manámit nga páklay . we had there a savoury dish of bamboo-shoots mixed with meat ."
aluntaga,NN,noun,the rung or step of a ladder
buas,RB,adverb,tomorrow
dul-ay,NN,noun,a lump of earth or dirt
dunang manggad,NN,noun,natural resources
kagaw,NN,noun,germ ; microbe
bobo,VB,verb,to pour out or over
bobo,NN,noun,baptism without ceremony
duta,NN,noun,"earth , ground , soil"
duta,NN,noun,"land , lot , property"
baldado,JJ,adjective,"crippled , handicapped , maimed"
semana,NN,noun,week
