Word	Part of speech	meaning	source
diwal	noun	a type of seashell	https://en.m.wiktionary.org/wiki/diwal
mabaskug	adjective	loud Synonym: magansal	https://en.m.wiktionary.org/wiki/mabaskug
mabaskug	adjective	strong Synonyms: mabakud , makusug	https://en.m.wiktionary.org/wiki/mabaskug
damak	adjective	dirty , slovenly , untidy	https://en.m.wiktionary.org/wiki/damak
damak	adjective	( derogatory ) sluttish	https://en.m.wiktionary.org/wiki/damak
balihawog	noun	bolt , latch	https://en.m.wiktionary.org/wiki/balihawog
danggot	verb	wean	https://en.m.wiktionary.org/wiki/danggot
dapa-dapa	noun	sole	https://en.m.wiktionary.org/wiki/dapa-dapa
kape	noun	coffee	https://en.m.wiktionary.org/wiki/kape
patay	adjective	dead Antonym: buhi	https://en.m.wiktionary.org/wiki/patay
patay	noun	the dead body of a person; cadaver ; corpse Synonyms: lawas , bangkay	https://en.m.wiktionary.org/wiki/patay
tangis	verb	to cry ; to weep ; to lament	https://en.m.wiktionary.org/wiki/tangis
tangis	noun	cry ; weep ; lament	https://en.m.wiktionary.org/wiki/tangis
dalunggan	noun	( anatomy ) ear	https://en.m.wiktionary.org/wiki/dalunggan
balisbisan	noun	eaves	https://en.m.wiktionary.org/wiki/balisbisan
berde	noun	green ( color/colour )	https://en.m.wiktionary.org/wiki/berde
berde	adjective	greenish	https://en.m.wiktionary.org/wiki/berde
bodega	noun	cellar , storeroom , warehouse	https://en.m.wiktionary.org/wiki/bodega
sablayan	noun	clothesline	https://en.m.wiktionary.org/wiki/sablayan
alimpulos	noun	the top of the head	https://en.m.wiktionary.org/wiki/alimpulos
alimpulos	noun	cyclone , eddy	https://en.m.wiktionary.org/wiki/alimpulos
kawatan	noun	thief ; robber ; burglar	https://en.m.wiktionary.org/wiki/kawatan
bungul	adjective	deaf	https://en.m.wiktionary.org/wiki/bungul
bungul	noun	a piece of bamboo	https://en.m.wiktionary.org/wiki/bungul
katalaka	adjective	annoying , bothersome	https://en.m.wiktionary.org/wiki/katalaka
matalaw	adjective	cowardly , scared , timid	https://en.m.wiktionary.org/wiki/matalaw
bilog-bilog	noun	diminutive of bilóg	https://en.m.wiktionary.org/wiki/bilog-bilog
bilog-bilog	noun	clumps , lumps	https://en.m.wiktionary.org/wiki/bilog-bilog
gapas	verb	to cut down or fell	https://en.m.wiktionary.org/wiki/gapas
ehemplo	noun	example Synonym: halimbawa	https://en.m.wiktionary.org/wiki/ehemplo
tesorero	noun	treasurer	https://en.m.wiktionary.org/wiki/tesorero
sikdo	noun	hiccup Synonym: sid-o	https://en.m.wiktionary.org/wiki/sikdo
sikdo	verb	to have a hiccup Synonym: sid-o	https://en.m.wiktionary.org/wiki/sikdo
agao	verb	to seize or take by force	https://en.m.wiktionary.org/wiki/agao
aminhan	noun	north Synonym: norte	https://en.m.wiktionary.org/wiki/aminhan
aminhan	adjective	northern	https://en.m.wiktionary.org/wiki/aminhan
aminhan	adjective	northerly	https://en.m.wiktionary.org/wiki/aminhan
wayang	noun	open plain , extensive grounds in a broad valley , or the like	https://en.m.wiktionary.org/wiki/wayang
elepante	noun	elephant Synonym: gadyo	https://en.m.wiktionary.org/wiki/elepante
banglid	noun	elevation , hill	https://en.m.wiktionary.org/wiki/banglid
samit	verb	taste	https://en.m.wiktionary.org/wiki/samit
abat	verb	to follow after	https://en.m.wiktionary.org/wiki/abat
bentana	noun	window Synonyms: gawang , talamwaan	https://en.m.wiktionary.org/wiki/bentana
kuring	noun	cat	https://en.m.wiktionary.org/wiki/kuring
abut	verb	to arrive at a place	https://en.m.wiktionary.org/wiki/abut
abut	verb	to catch up with or overtake	https://en.m.wiktionary.org/wiki/abut
abat-abat	verb	diminutive of ábat	https://en.m.wiktionary.org/wiki/abat-abat
abat-abat	verb	frequentative of ábat	https://en.m.wiktionary.org/wiki/abat-abat
abat-abat	verb	to follow closely	https://en.m.wiktionary.org/wiki/abat-abat
abat-abat	verb	living from hand to mouth	https://en.m.wiktionary.org/wiki/abat-abat
embahador	noun	ambassador	https://en.m.wiktionary.org/wiki/embahador
likod	noun	( anatomy ) back	https://en.m.wiktionary.org/wiki/likod
dapit	adjective	close , near , nearby	https://en.m.wiktionary.org/wiki/dapit
dapit	verb	invite	https://en.m.wiktionary.org/wiki/dapit
dedal	noun	thimble	https://en.m.wiktionary.org/wiki/dedal
absurdo	noun	absurdity , nonsense	https://en.m.wiktionary.org/wiki/absurdo
kabuhi	noun	life	https://en.m.wiktionary.org/wiki/kabuhi
gisi	noun	rend , rip , split , tear , ( to , rend )	https://en.m.wiktionary.org/wiki/gisi
man-og	noun	snake	https://en.m.wiktionary.org/wiki/man-og
balibad	noun	excuse , pretext	https://en.m.wiktionary.org/wiki/balibad
balahibo sang hayop	noun	fur , sable	https://en.m.wiktionary.org/wiki/balahibo%20sang%20hayop
butok-butok	adjective	diligent	https://en.m.wiktionary.org/wiki/butok-butok
butok-butok	verb	diminutive of butók	https://en.m.wiktionary.org/wiki/butok-butok
tuo	verb	to believe	https://en.m.wiktionary.org/wiki/tuo
abongho	noun	anger , exasperation	https://en.m.wiktionary.org/wiki/abongho
abongho	noun	angry	https://en.m.wiktionary.org/wiki/abongho
buli	noun	buttock	https://en.m.wiktionary.org/wiki/buli
buli	verb	polish	https://en.m.wiktionary.org/wiki/buli
andamio	noun	gangplank	https://en.m.wiktionary.org/wiki/andamio
pobre	adjective	poor	https://en.m.wiktionary.org/wiki/pobre
pobre	noun	a beggar ; a mendicant	https://en.m.wiktionary.org/wiki/pobre
bastos	adjective	harsh , mean , rude	https://en.m.wiktionary.org/wiki/bastos
bastos	adjective	immodest	https://en.m.wiktionary.org/wiki/bastos
dulog	noun	pause , standstill , stop	https://en.m.wiktionary.org/wiki/dulog
abusar	noun	misuse , abuse	https://en.m.wiktionary.org/wiki/abusar
abusar	verb	to misuse or abuse , to take advantage of	https://en.m.wiktionary.org/wiki/abusar
busong	adjective	pregnant Synonym: mabdos	https://en.m.wiktionary.org/wiki/busong
dotol	noun	( animals ) : tick	https://en.m.wiktionary.org/wiki/dotol
burus	noun	blister	https://en.m.wiktionary.org/wiki/burus
basa-basa	adjective	diminutive of basâ : slightly damp	https://en.m.wiktionary.org/wiki/basa-basa
basa-basa	verb	diminutive of bása : to read a little, or occasionally	https://en.m.wiktionary.org/wiki/basa-basa
halintang	noun	degree , grade	https://en.m.wiktionary.org/wiki/halintang
edad	noun	age Synonym: gulang	https://en.m.wiktionary.org/wiki/edad
dalaga	noun	dame	https://en.m.wiktionary.org/wiki/dalaga
dungkaan	noun	harbor ; haven ; port , wharf Synonyms: dulungkaan , dulungan	https://en.m.wiktionary.org/wiki/dungkaan
habok	verb	loosen , swell up	https://en.m.wiktionary.org/wiki/habok
dorado	adjective	gold , golden	https://en.m.wiktionary.org/wiki/dorado
dorado	noun	gilt	https://en.m.wiktionary.org/wiki/dorado
dorado	noun	gold	https://en.m.wiktionary.org/wiki/dorado
alasohan	noun	chimney	https://en.m.wiktionary.org/wiki/alasohan
hingudto	noun	the sun's zenith ; midday	https://en.m.wiktionary.org/wiki/hingudto
dakbanwa	noun	city Synonym: siyudad	https://en.m.wiktionary.org/wiki/dakbanwa
batok	noun	objection , protest	https://en.m.wiktionary.org/wiki/batok
batok	verb	to resist or oppose	https://en.m.wiktionary.org/wiki/batok
asoy	adjective	useful	https://en.m.wiktionary.org/wiki/asoy
asoy	noun	declaration , explanation ; a clear statement	https://en.m.wiktionary.org/wiki/asoy
asoy	noun	result , use	https://en.m.wiktionary.org/wiki/asoy
gamo	noun	conflict , trouble	https://en.m.wiktionary.org/wiki/gamo
gamo	noun	confusion , disorder . excitement , noise	https://en.m.wiktionary.org/wiki/gamo
bansag	noun	nickname	https://en.m.wiktionary.org/wiki/bansag
munga	noun	hen	https://en.m.wiktionary.org/wiki/munga
bayabas	noun	guava	https://en.m.wiktionary.org/wiki/bayabas
suba	noun	river	https://en.m.wiktionary.org/wiki/suba
himaya	noun	glory ; worship or praise	https://en.m.wiktionary.org/wiki/himaya
binilanggo	noun	prisoner ; inmate ; convict Synonyms: piniriso , priso	https://en.m.wiktionary.org/wiki/binilanggo
sablay	verb	to hang clothing over a chair	https://en.m.wiktionary.org/wiki/sablay
kampana	noun	bell	https://en.m.wiktionary.org/wiki/kampana
baston ni San Hose	noun	hollyhock	https://en.m.wiktionary.org/wiki/baston%20ni%20San%20Hose
baston ni San Hose	noun	staff of St. Joseph	https://en.m.wiktionary.org/wiki/baston%20ni%20San%20Hose
kadton	verb	bite	https://en.m.wiktionary.org/wiki/kadton
haguk	verb	to snore	https://en.m.wiktionary.org/wiki/haguk
alkansiya	noun	money box , piggy bank	https://en.m.wiktionary.org/wiki/alkansiya
maalam	adjective	learned , clever , wise	https://en.m.wiktionary.org/wiki/maalam
maalam	adjective	scholarly , erudite	https://en.m.wiktionary.org/wiki/maalam
busgon	adjective	satiated	https://en.m.wiktionary.org/wiki/busgon
abtik	noun	dexterity , skill	https://en.m.wiktionary.org/wiki/abtik
dumulugok	noun	audience	https://en.m.wiktionary.org/wiki/dumulugok
atatalo	noun	caterpillar	https://en.m.wiktionary.org/wiki/atatalo
sabtanay	verb	to answer	https://en.m.wiktionary.org/wiki/sabtanay
bulan	noun	moon ( largest natural satellite of planet Earth )	https://en.m.wiktionary.org/wiki/bulan
bulan	noun	moon ( any substantially sized natural satellite of a planet )	https://en.m.wiktionary.org/wiki/bulan
bulan	noun	month ( period into which a year is divided )	https://en.m.wiktionary.org/wiki/bulan
anting-anting	noun	amulet , talisman	https://en.m.wiktionary.org/wiki/anting-anting
bundul	adjective	slow , dull , deliberate in action	https://en.m.wiktionary.org/wiki/bundul
halas	noun	snake ; serpent	https://en.m.wiktionary.org/wiki/halas
pahat-pahat	verb	diminutive of páhat	https://en.m.wiktionary.org/wiki/pahat-pahat
pahat-pahat	verb	frequentative of páhat	https://en.m.wiktionary.org/wiki/pahat-pahat
dulus	noun	wire	https://en.m.wiktionary.org/wiki/dulus
bulangan	noun	cockpit	https://en.m.wiktionary.org/wiki/bulangan
anghit	noun	smell of a goat Synonym: angrus	https://en.m.wiktionary.org/wiki/anghit
konbensyon	noun	convention , meeting	https://en.m.wiktionary.org/wiki/konbensyon
ilisan	noun	dressing room where someone changes clothing	https://en.m.wiktionary.org/wiki/ilisan
lubong	noun	burial	https://en.m.wiktionary.org/wiki/lubong
patron	noun	patron saint	https://en.m.wiktionary.org/wiki/patron
batobalani	noun	magnet	https://en.m.wiktionary.org/wiki/batobalani
kaisug	noun	courage	https://en.m.wiktionary.org/wiki/kaisug
bulunakan	noun	laundry , laundry room , wash	https://en.m.wiktionary.org/wiki/bulunakan
paalam	noun	causative of álam	https://en.m.wiktionary.org/wiki/paalam
paalam	interjection	goodbye Paálam na.	https://en.m.wiktionary.org/wiki/paalam
paalam	verb	to warn or caution	https://en.m.wiktionary.org/wiki/paalam
solang	noun	( anatomy ) chin	https://en.m.wiktionary.org/wiki/solang
apo	noun	grandchild	https://en.m.wiktionary.org/wiki/apo
apo	noun	grandfather	https://en.m.wiktionary.org/wiki/apo
bantolinaw	noun	ebony	https://en.m.wiktionary.org/wiki/bantolinaw
gansilyo	noun	crochet hook , knitting needle	https://en.m.wiktionary.org/wiki/gansilyo
ihi	noun	urine ; pee	https://en.m.wiktionary.org/wiki/ihi
guluwaan	noun	exit , escape , egress	https://en.m.wiktionary.org/wiki/guluwaan
dumugo	verb	bleed	https://en.m.wiktionary.org/wiki/dumugo
haklu	noun	breathe	https://en.m.wiktionary.org/wiki/haklu
salsalon	noun	iron	https://en.m.wiktionary.org/wiki/salsalon
bulakbol	noun	truant	https://en.m.wiktionary.org/wiki/bulakbol
bulakbol	verb	to play truant	https://en.m.wiktionary.org/wiki/bulakbol
halay	verb	hang	https://en.m.wiktionary.org/wiki/halay
gripo	noun	faucet ; tap	https://en.m.wiktionary.org/wiki/gripo
busilak	noun	limestone , marble	https://en.m.wiktionary.org/wiki/busilak
musika	noun	music Synonym: lanton	https://en.m.wiktionary.org/wiki/musika
binata	adjective	childish	https://en.m.wiktionary.org/wiki/binata
binata	adjective	immature	https://en.m.wiktionary.org/wiki/binata
matam-is	adjective	sweet	https://en.m.wiktionary.org/wiki/matam-is
sobre	noun	envelope	https://en.m.wiktionary.org/wiki/sobre
sobre	noun	excess	https://en.m.wiktionary.org/wiki/sobre
bulbul	noun	fine hair	https://en.m.wiktionary.org/wiki/bulbul
bulbul	noun	down ( soft hair of the face when beginning to appear )	https://en.m.wiktionary.org/wiki/bulbul
bulbul	noun	feathers	https://en.m.wiktionary.org/wiki/bulbul
burangos	noun	beard	https://en.m.wiktionary.org/wiki/burangos
hugot	adjective	alternative spelling of hugut	https://en.m.wiktionary.org/wiki/hugot
balason	adjective	sandy	https://en.m.wiktionary.org/wiki/balason
kaulangan	verb	to block	https://en.m.wiktionary.org/wiki/kaulangan
athag	adjective	clear , distinct	https://en.m.wiktionary.org/wiki/athag
athag	verb	clarify	https://en.m.wiktionary.org/wiki/athag
dagaang	adjective	red , scarlet	https://en.m.wiktionary.org/wiki/dagaang
gintung-an	noun	center , middle , midpoint	https://en.m.wiktionary.org/wiki/gintung-an
gamit	verb	to use , to apply , to employ	https://en.m.wiktionary.org/wiki/gamit
ngaa	adverb	why Ngaa indi ka magkadto? Why won't you go?	https://en.m.wiktionary.org/wiki/ngaa
lapuyot	adjective	thick , condensed , coagulated	https://en.m.wiktionary.org/wiki/lapuyot
lapuyot	verb	to thicken , condense	https://en.m.wiktionary.org/wiki/lapuyot
bilanggo	verb	imprison , incarcerate , confine	https://en.m.wiktionary.org/wiki/bilanggo
waay	adjective	without	https://en.m.wiktionary.org/wiki/waay
dalayap	noun	Key lime	https://en.m.wiktionary.org/wiki/dalayap
bataon	adjective	young , youthful	https://en.m.wiktionary.org/wiki/bataon
init	noun	heat Antonym: lamig	https://en.m.wiktionary.org/wiki/init
pabrika	noun	factory , mill	https://en.m.wiktionary.org/wiki/pabrika
bulador	noun	kite	https://en.m.wiktionary.org/wiki/bulador
eskwala	noun	( carpentry ) square	https://en.m.wiktionary.org/wiki/eskwala
digamohan	noun	fireplace , hearth , kitchen	https://en.m.wiktionary.org/wiki/digamohan
debosyon	noun	devotion or piety	https://en.m.wiktionary.org/wiki/debosyon
karabaw	noun	carabao ; water buffalo	https://en.m.wiktionary.org/wiki/karabaw
dahon	noun	frond , leaf ( part of a plant )	https://en.m.wiktionary.org/wiki/dahon
dalan	noun	path , way Synonym: banas	https://en.m.wiktionary.org/wiki/dalan
dalan	noun	road , street Synonyms: kalye , karsada	https://en.m.wiktionary.org/wiki/dalan
gawahan	noun	window	https://en.m.wiktionary.org/wiki/gawahan
serip	noun	sheriff	https://en.m.wiktionary.org/wiki/serip
gunting	noun	scissors	https://en.m.wiktionary.org/wiki/gunting
gunting	noun	haircut	https://en.m.wiktionary.org/wiki/gunting
tayobong	noun	a type of plant, the roots are used for making glue and starch	https://en.m.wiktionary.org/wiki/tayobong
kapilya	noun	chapel	https://en.m.wiktionary.org/wiki/kapilya
haboy	verb	fling , hurl	https://en.m.wiktionary.org/wiki/haboy
bohok	noun	hair	https://en.m.wiktionary.org/wiki/bohok
bulak	noun	blossom , flower	https://en.m.wiktionary.org/wiki/bulak
bulak	verb	blossom , flower	https://en.m.wiktionary.org/wiki/bulak
belasyon	noun	vigil , wake	https://en.m.wiktionary.org/wiki/belasyon
tigilinit	noun	summer	https://en.m.wiktionary.org/wiki/tigilinit
karwahe	noun	four - wheeled horse - drawn carriage	https://en.m.wiktionary.org/wiki/karwahe
kutkut	noun	a dug hole in the ground	https://en.m.wiktionary.org/wiki/kutkut
ahos	noun	garlic ( Allium sativum )	https://en.m.wiktionary.org/wiki/ahos
hingabot	noun	lust	https://en.m.wiktionary.org/wiki/hingabot
banga	noun	water jar	https://en.m.wiktionary.org/wiki/banga
banga	noun	idiot , fool , simpleton	https://en.m.wiktionary.org/wiki/banga
banga	verb	like , enjoy	https://en.m.wiktionary.org/wiki/banga
abyan	noun	friend ; buddy Synonym: amigo	https://en.m.wiktionary.org/wiki/abyan
abyan	noun	comrade Synonym: kahirop	https://en.m.wiktionary.org/wiki/abyan
habon	noun	soap	https://en.m.wiktionary.org/wiki/habon
butad	adjective	dark brown , dun	https://en.m.wiktionary.org/wiki/butad
ginagihan	noun	incidents and events that happen to a person during their life	https://en.m.wiktionary.org/wiki/ginagihan
dali	adverb	immediately , quickly , hurriedly	https://en.m.wiktionary.org/wiki/dali
mabahaw	adjective	stale , old	https://en.m.wiktionary.org/wiki/mabahaw
dawat	verb	to accept , to receive	https://en.m.wiktionary.org/wiki/dawat
dawat	verb	to regain one's appetite	https://en.m.wiktionary.org/wiki/dawat
ginsakpan	noun	dominion	https://en.m.wiktionary.org/wiki/ginsakpan
ayuda	noun	aid , help Synonym: bulig	https://en.m.wiktionary.org/wiki/ayuda
abyasion	noun	aviation	https://en.m.wiktionary.org/wiki/abyasion
kulantro	noun	coriander	https://en.m.wiktionary.org/wiki/kulantro
kaaway	noun	enemy ; foe	https://en.m.wiktionary.org/wiki/kaaway
daroos	noun	a severe cough	https://en.m.wiktionary.org/wiki/daroos
daroos	verb	cough	https://en.m.wiktionary.org/wiki/daroos
ba-og	adjective	gray , grey	https://en.m.wiktionary.org/wiki/ba-og
alimokon	noun	pigeon	https://en.m.wiktionary.org/wiki/alimokon
diperensya	noun	difference	https://en.m.wiktionary.org/wiki/diperensya
diperensya	noun	controversy or quarrel	https://en.m.wiktionary.org/wiki/diperensya
binabaye	adjective	fit for a woman ; womanly	https://en.m.wiktionary.org/wiki/binabaye
binabaye	noun	effeminate	https://en.m.wiktionary.org/wiki/binabaye
bagting	noun	chime , ring , toll	https://en.m.wiktionary.org/wiki/bagting
kasing	noun	spinning top	https://en.m.wiktionary.org/wiki/kasing
entablado	noun	platform , stage	https://en.m.wiktionary.org/wiki/entablado
abohan	noun	fireplace ; hearth	https://en.m.wiktionary.org/wiki/abohan
abohan	noun	kitchen Synonym: kosina	https://en.m.wiktionary.org/wiki/abohan
lamokon	adjective	filled with mosquitoes	https://en.m.wiktionary.org/wiki/lamokon
lamokon	adjective	related to mosquitoes	https://en.m.wiktionary.org/wiki/lamokon
tampis	noun	apron , skirt	https://en.m.wiktionary.org/wiki/tampis
bagtis	noun	mudfish	https://en.m.wiktionary.org/wiki/bagtis
bugay	noun	gift , present	https://en.m.wiktionary.org/wiki/bugay
bugay	noun	donation	https://en.m.wiktionary.org/wiki/bugay
bugay	verb	( charitable ) to make a gift or donation	https://en.m.wiktionary.org/wiki/bugay
kilay	noun	( anatomy ) eyebrow	https://en.m.wiktionary.org/wiki/kilay
halunhun	verb	gulp down , swallow	https://en.m.wiktionary.org/wiki/halunhun
tuhod	noun	( anatomy ) knee	https://en.m.wiktionary.org/wiki/tuhod
kinataohan	noun	birthday	https://en.m.wiktionary.org/wiki/kinataohan
maanghit	adjective	smelling like a goat	https://en.m.wiktionary.org/wiki/maanghit
dulum	noun	darkness ; gloom	https://en.m.wiktionary.org/wiki/dulum
dulum	verb	to darken ; to turn dark	https://en.m.wiktionary.org/wiki/dulum
balingon	noun	anchovy	https://en.m.wiktionary.org/wiki/balingon
balingon	noun	fish dried in the sun	https://en.m.wiktionary.org/wiki/balingon
handa	adjective	ready ; prepared Synonym: mahinandaon	https://en.m.wiktionary.org/wiki/handa
handa	verb	to make ready Synonyms: aman , paaman	https://en.m.wiktionary.org/wiki/handa
taya	noun	bet , wager	https://en.m.wiktionary.org/wiki/taya
taya	verb	to shield	https://en.m.wiktionary.org/wiki/taya
taya	verb	to take a defensive position	https://en.m.wiktionary.org/wiki/taya
gabon	noun	cloud Synonym: panganod	https://en.m.wiktionary.org/wiki/gabon
bidyiw	noun	harpoon , spear	https://en.m.wiktionary.org/wiki/bidyiw
atatayog	adjective	useless ; up to no good	https://en.m.wiktionary.org/wiki/atatayog
absuelto	adjective	absolved	https://en.m.wiktionary.org/wiki/absuelto
emperador	noun	emperor	https://en.m.wiktionary.org/wiki/emperador
hubu	adjective	naked ; bare Synonym: hublas	https://en.m.wiktionary.org/wiki/hubu
hubu	verb	to strip ; to undress Synonym: hublas	https://en.m.wiktionary.org/wiki/hubu
gikas	verb	to cut off or diminish	https://en.m.wiktionary.org/wiki/gikas
gikas	verb	separate	https://en.m.wiktionary.org/wiki/gikas
espeho	noun	mirror Synonym: salaming	https://en.m.wiktionary.org/wiki/espeho
ab-ab	verb	to eat	https://en.m.wiktionary.org/wiki/ab-ab
ab-ab	verb	to undermine	https://en.m.wiktionary.org/wiki/ab-ab
ab-ab	verb	to wash away	https://en.m.wiktionary.org/wiki/ab-ab
buyug	noun	wasp	https://en.m.wiktionary.org/wiki/buyug
dagway	noun	appearance , conformation , countenance , guise	https://en.m.wiktionary.org/wiki/dagway
dagway	noun	contour , feature , shape , surface	https://en.m.wiktionary.org/wiki/dagway
dagway	noun	cut , figure , image , likeness	https://en.m.wiktionary.org/wiki/dagway
dagway	noun	species , type	https://en.m.wiktionary.org/wiki/dagway
badlak	verb	beam , dazzle , sparkle	https://en.m.wiktionary.org/wiki/badlak
baw-ing	adjective	( places ) deserted , desolate , isolated , far away, lonely , secluded	https://en.m.wiktionary.org/wiki/baw-ing
eleksyon	noun	election	https://en.m.wiktionary.org/wiki/eleksyon
buhok	noun	alternative spelling of bohók	https://en.m.wiktionary.org/wiki/buhok
halampangan	adjective	trifling	https://en.m.wiktionary.org/wiki/halampangan
magarot	adjective	noisy , boisterous	https://en.m.wiktionary.org/wiki/magarot
magarot	adjective	gabbling	https://en.m.wiktionary.org/wiki/magarot
magarot	adjective	dense , crowded	https://en.m.wiktionary.org/wiki/magarot
bulalakaw	noun	( Visayan mythology ) a deity described as a shining bird or human-bird hybrid	https://en.m.wiktionary.org/wiki/bulalakaw
bulalakaw	noun	a meteorite , shooting star	https://en.m.wiktionary.org/wiki/bulalakaw
balanion	adjective	magnetic	https://en.m.wiktionary.org/wiki/balanion
amumuklid	noun	toadstool	https://en.m.wiktionary.org/wiki/amumuklid
dagotdot	noun	debris or refuse on a beach	https://en.m.wiktionary.org/wiki/dagotdot
dagotdot	noun	rain	https://en.m.wiktionary.org/wiki/dagotdot
dagotdot	noun	a kind of grass	https://en.m.wiktionary.org/wiki/dagotdot
balaynon	adjective	domestic , homely	https://en.m.wiktionary.org/wiki/balaynon
abang-abang	verb	to help or assist	https://en.m.wiktionary.org/wiki/abang-abang
hutik	noun	whisper	https://en.m.wiktionary.org/wiki/hutik
hutik	verb	to whisper	https://en.m.wiktionary.org/wiki/hutik
dumaan	adjective	old	https://en.m.wiktionary.org/wiki/dumaan
dumaan	adjective	antique , old-time	https://en.m.wiktionary.org/wiki/dumaan
dumaan	noun	settled farmhand on the Negros mainland Antonym: sakada ( “ seasonal migrant farmworker ” )	https://en.m.wiktionary.org/wiki/dumaan
balhas	noun	sweat	https://en.m.wiktionary.org/wiki/balhas
balhas	verb	to sweat	https://en.m.wiktionary.org/wiki/balhas
barong	noun	shirt	https://en.m.wiktionary.org/wiki/barong
hangin	noun	wind ( movement of air )	https://en.m.wiktionary.org/wiki/hangin
dalagita	noun	maid , a girl	https://en.m.wiktionary.org/wiki/dalagita
kalsada	noun	road , highway Synonym: dalan	https://en.m.wiktionary.org/wiki/kalsada
kalsada	noun	street Synonym: kalye	https://en.m.wiktionary.org/wiki/kalsada
danaw	noun	pool , puddle	https://en.m.wiktionary.org/wiki/danaw
kabataon	adjective	young	https://en.m.wiktionary.org/wiki/kabataon
duag	noun	color	https://en.m.wiktionary.org/wiki/duag
duag	noun	appearance , form , shape	https://en.m.wiktionary.org/wiki/duag
duag	verb	to color	https://en.m.wiktionary.org/wiki/duag
baba-an	adjective	glib ; talkative	https://en.m.wiktionary.org/wiki/baba-an
ginsugoran	adjective	elementary	https://en.m.wiktionary.org/wiki/ginsugoran
dungganon	noun	bigwig , celebrity , noble , royal	https://en.m.wiktionary.org/wiki/dungganon
bayud	adjective	unsteady , shaky , unstable Synonyms: bawod , mahuyang	https://en.m.wiktionary.org/wiki/bayud
ampis	noun	skirt	https://en.m.wiktionary.org/wiki/ampis
babana	noun	soursop	https://en.m.wiktionary.org/wiki/babana
dumagaya	verb	flourish	https://en.m.wiktionary.org/wiki/dumagaya
gab-e	noun	night	https://en.m.wiktionary.org/wiki/gab-e
adgaw	noun	a type of tree	https://en.m.wiktionary.org/wiki/adgaw
lugpitan	noun	press , vice , clamp	https://en.m.wiktionary.org/wiki/lugpitan
buhat	adjective	done , finished	https://en.m.wiktionary.org/wiki/buhat
buhat	noun	deed , work , action	https://en.m.wiktionary.org/wiki/buhat
buhat	verb	to act , do , make , perform , accomplish	https://en.m.wiktionary.org/wiki/buhat
lagari	noun	saw ( tool )	https://en.m.wiktionary.org/wiki/lagari
padugi	noun	method	https://en.m.wiktionary.org/wiki/padugi
bakud	noun	strength Synonyms: baskug , bukud , kusug , pag-un	https://en.m.wiktionary.org/wiki/bakud
bakud	noun	stiffness Synonym: tiskug	https://en.m.wiktionary.org/wiki/bakud
maayo-ayo	adjective	beautiful , seemly , pretty	https://en.m.wiktionary.org/wiki/maayo-ayo
maayo-ayo	adjective	nice , engaging	https://en.m.wiktionary.org/wiki/maayo-ayo
tiyan	noun	( anatomy ) abdomen ; belly ; paunch	https://en.m.wiktionary.org/wiki/tiyan
inpierno	noun	hell	https://en.m.wiktionary.org/wiki/inpierno
inpierno	noun	place of religious damnation	https://en.m.wiktionary.org/wiki/inpierno
sundang	noun	a type of bolo knife	https://en.m.wiktionary.org/wiki/sundang
gabut	verb	to pull out, to extract , to uproot	https://en.m.wiktionary.org/wiki/gabut
anggid	adjective	similar	https://en.m.wiktionary.org/wiki/anggid
lulus	verb	unwind	https://en.m.wiktionary.org/wiki/lulus
botones	noun	button	https://en.m.wiktionary.org/wiki/botones
abierto	adjective	open	https://en.m.wiktionary.org/wiki/abierto
abierto	adjective	accessible	https://en.m.wiktionary.org/wiki/abierto
aso	noun	smoke	https://en.m.wiktionary.org/wiki/aso
aso	verb	to fumigate	https://en.m.wiktionary.org/wiki/aso
hukson	verb	detach , dismount	https://en.m.wiktionary.org/wiki/hukson
linti	noun	lightning Synonym: kilat	https://en.m.wiktionary.org/wiki/linti
diyutay	adjective	alternative form of diyotay	https://en.m.wiktionary.org/wiki/diyutay
luab	noun	collar	https://en.m.wiktionary.org/wiki/luab
luab	verb	to grasp by the collar	https://en.m.wiktionary.org/wiki/luab
kanding	noun	goat	https://en.m.wiktionary.org/wiki/kanding
tiilan	adjective	the lower part of	https://en.m.wiktionary.org/wiki/tiilan
tiilan	noun	foot	https://en.m.wiktionary.org/wiki/tiilan
taas	noun	height	https://en.m.wiktionary.org/wiki/taas
ramig	adjective	cold	https://en.m.wiktionary.org/wiki/ramig
busa	adverb	hence , so , therefore	https://en.m.wiktionary.org/wiki/busa
kagagmayan	noun	the poor or uninfluential members of a community	https://en.m.wiktionary.org/wiki/kagagmayan
himatayon	noun	the waning moon	https://en.m.wiktionary.org/wiki/himatayon
barato	adjective	cheap ; inexpensive Antonym: mahal	https://en.m.wiktionary.org/wiki/barato
kahikaw	noun	envy , spite	https://en.m.wiktionary.org/wiki/kahikaw
kahikaw	noun	a grudge	https://en.m.wiktionary.org/wiki/kahikaw
tagiposoon	noun	heart Synonym: kasingkasing	https://en.m.wiktionary.org/wiki/tagiposoon
alibakaw	noun	betel nut	https://en.m.wiktionary.org/wiki/alibakaw
kadiotay	adjective	small	https://en.m.wiktionary.org/wiki/kadiotay
Diosnon	adjective	devout	https://en.m.wiktionary.org/wiki/Diosnon
bakal	verb	to buy ; to purchase ; to shop	https://en.m.wiktionary.org/wiki/bakal
dahon-dahon	noun	mantis , praying mantis	https://en.m.wiktionary.org/wiki/dahon-dahon
